"index","time","score","cls"
"339",2020-01-31 04:10:00,5,"Fair"
"340",2020-01-31 04:15:00,5,"Fair"
"341",2020-01-31 04:20:00,5,"Fair"
"342",2020-01-31 04:25:00,5,"Fair"
"343",2020-01-31 04:30:00,5,"Fair"
"344",2020-01-31 04:35:00,5,"Fair"
"345",2020-01-31 04:40:00,5,"Fair"
"346",2020-01-31 04:45:00,3,"Poor"
"347",2020-01-31 04:50:00,3,"Poor"
"348",2020-01-31 04:55:00,3,"Poor"
"349",2020-01-31 05:00:00,3,"Poor"
"350",2020-01-31 05:05:00,3,"Poor"
"351",2020-01-31 05:10:00,3,"Poor"
"352",2020-01-31 05:15:00,3,"Poor"
"353",2020-01-31 05:20:00,3,"Poor"
"354",2020-01-31 05:25:00,3,"Poor"
"355",2020-01-31 05:30:00,3,"Poor"
"356",2020-01-31 05:35:00,3,"Poor"
"357",2020-01-31 05:40:00,3,"Poor"
"358",2020-01-31 05:45:00,3,"Poor"
"359",2020-01-31 05:50:00,3,"Poor"
"360",2020-01-31 05:55:00,3,"Poor"
"361",2020-01-31 06:00:00,3,"Poor"
"362",2020-01-31 06:05:00,3,"Poor"
"363",2020-01-31 06:10:00,3,"Poor"
"364",2020-01-31 06:15:00,3,"Poor"
"365",2020-01-31 06:20:00,3,"Poor"
"366",2020-01-31 06:25:00,3,"Poor"
"367",2020-01-31 06:30:00,3,"Poor"
"368",2020-01-31 06:35:00,3,"Poor"
"369",2020-01-31 06:40:00,3,"Poor"
"370",2020-01-31 06:45:00,3,"Poor"
"371",2020-01-31 06:50:00,3,"Poor"
"372",2020-01-31 06:55:00,3,"Poor"
"373",2020-01-31 07:00:00,3,"Poor"
"374",2020-01-31 07:05:00,3,"Poor"
"375",2020-01-31 07:10:00,3,"Poor"
"376",2020-01-31 07:15:00,3,"Poor"
"377",2020-01-31 07:20:00,3,"Poor"
"378",2020-01-31 07:25:00,3,"Poor"
"379",2020-01-31 07:30:00,3,"Poor"
"380",2020-01-31 07:35:00,3,"Poor"
"381",2020-01-31 07:40:00,3,"Poor"
"382",2020-01-31 07:45:00,3,"Poor"
"383",2020-01-31 07:50:00,3,"Poor"
"384",2020-01-31 07:55:00,3,"Poor"
"385",2020-01-31 08:00:00,3,"Poor"
"386",2020-01-31 08:05:00,3,"Poor"
"387",2020-01-31 08:10:00,3,"Poor"
"388",2020-01-31 08:15:00,3,"Poor"
"389",2020-01-31 08:20:00,4,"Poor"
"390",2020-01-31 08:25:00,4,"Poor"
"391",2020-01-31 08:30:00,4,"Poor"
"392",2020-01-31 08:35:00,4,"Poor"
"393",2020-01-31 08:40:00,4,"Poor"
"394",2020-01-31 08:45:00,4,"Poor"
"395",2020-01-31 08:50:00,4,"Poor"
"396",2020-01-31 08:55:00,4,"Poor"
"397",2020-01-31 09:00:00,4,"Poor"
"398",2020-01-31 09:05:00,4,"Poor"
"399",2020-01-31 09:10:00,4,"Poor"
"400",2020-01-31 09:15:00,4,"Poor"
"401",2020-01-31 09:20:00,4,"Poor"
"402",2020-01-31 09:25:00,4,"Poor"
"403",2020-01-31 09:30:00,4,"Poor"
"404",2020-01-31 09:35:00,4,"Poor"
"405",2020-01-31 09:40:00,4,"Poor"
"406",2020-01-31 09:45:00,4,"Poor"
"407",2020-01-31 09:50:00,4,"Poor"
"408",2020-01-31 09:55:00,4,"Poor"
"409",2020-01-31 10:00:00,5,"Fair"
"410",2020-01-31 10:05:00,5,"Fair"
"411",2020-01-31 10:10:00,5,"Fair"
"412",2020-01-31 10:15:00,5,"Fair"
"413",2020-01-31 10:20:00,5,"Fair"
"414",2020-01-31 10:25:00,5,"Fair"
"415",2020-01-31 10:30:00,5,"Fair"
"416",2020-01-31 10:35:00,5,"Fair"
"417",2020-01-31 10:40:00,5,"Fair"
"418",2020-01-31 10:45:00,5,"Fair"
"419",2020-01-31 10:50:00,5,"Fair"
"420",2020-01-31 10:55:00,5,"Fair"
"421",2020-01-31 11:00:00,5,"Fair"
"422",2020-01-31 11:05:00,5,"Fair"
"423",2020-01-31 11:10:00,5,"Fair"
"424",2020-01-31 11:15:00,5,"Fair"
"425",2020-01-31 11:20:00,5,"Fair"
"426",2020-01-31 11:25:00,5,"Fair"
"427",2020-01-31 11:30:00,5,"Fair"
"428",2020-01-31 11:35:00,5,"Fair"
"429",2020-01-31 11:40:00,5,"Fair"
"430",2020-01-31 11:45:00,5,"Fair"
"431",2020-01-31 11:50:00,5,"Fair"
"432",2020-01-31 11:55:00,5,"Fair"
"433",2020-01-31 12:00:00,5,"Fair"
"434",2020-01-31 12:05:00,5,"Fair"
"435",2020-01-31 12:10:00,5,"Fair"
"436",2020-01-31 12:15:00,5,"Fair"
"437",2020-01-31 12:20:00,5,"Fair"
"438",2020-01-31 12:25:00,5,"Fair"
"439",2020-01-31 12:30:00,5,"Fair"
"440",2020-01-31 12:35:00,6,"Fair"
"441",2020-01-31 12:40:00,6,"Fair"
"442",2020-01-31 12:45:00,6,"Fair"
"443",2020-01-31 12:50:00,6,"Fair"
"444",2020-01-31 12:55:00,6,"Fair"
"445",2020-01-31 13:00:00,6,"Fair"
"446",2020-01-31 13:05:00,6,"Fair"
"447",2020-01-31 13:10:00,6,"Fair"
"448",2020-01-31 13:15:00,6,"Fair"
"449",2020-01-31 13:20:00,6,"Fair"
"450",2020-01-31 13:25:00,6,"Fair"
"451",2020-01-31 13:30:00,6,"Fair"
"452",2020-01-31 13:35:00,6,"Fair"
"453",2020-01-31 13:40:00,6,"Fair"
"454",2020-01-31 13:45:00,6,"Fair"
"455",2020-01-31 13:50:00,6,"Fair"
"456",2020-01-31 13:55:00,6,"Fair"
"457",2020-01-31 14:00:00,6,"Fair"
"458",2020-01-31 14:05:00,6,"Fair"
"459",2020-01-31 14:10:00,6,"Fair"
"460",2020-01-31 14:15:00,6,"Fair"
"461",2020-01-31 14:20:00,6,"Fair"
"462",2020-01-31 14:25:00,6,"Fair"
"463",2020-01-31 14:30:00,6,"Fair"
"464",2020-01-31 14:35:00,6,"Fair"
"465",2020-01-31 14:40:00,6,"Fair"
"466",2020-01-31 14:45:00,8,"Good"
"467",2020-01-31 14:50:00,8,"Good"
"468",2020-01-31 14:55:00,8,"Good"
"469",2020-01-31 15:00:00,8,"Good"
"470",2020-01-31 15:05:00,8,"Good"
"471",2020-01-31 15:10:00,8,"Good"
"472",2020-01-31 15:15:00,8,"Good"
"473",2020-01-31 15:20:00,8,"Good"
"474",2020-01-31 15:25:00,8,"Good"
"475",2020-01-31 15:30:00,8,"Good"
"476",2020-01-31 15:35:00,8,"Good"
"477",2020-01-31 15:40:00,8,"Good"
"478",2020-01-31 15:45:00,8,"Good"
"479",2020-01-31 15:50:00,8,"Good"
"480",2020-01-31 15:55:00,8,"Good"
"481",2020-01-31 16:00:00,8,"Good"
"482",2020-01-31 16:05:00,8,"Good"
"483",2020-01-31 16:10:00,8,"Good"
"484",2020-01-31 16:15:00,8,"Good"
"485",2020-01-31 16:20:00,8,"Good"
"486",2020-01-31 16:25:00,8,"Good"
"487",2020-01-31 16:30:00,8,"Good"
"488",2020-01-31 16:35:00,8,"Good"
"489",2020-01-31 16:40:00,8,"Good"
"490",2020-01-31 16:45:00,8,"Good"
"491",2020-01-31 16:50:00,8,"Good"
"492",2020-01-31 16:55:00,8,"Good"
"493",2020-01-31 17:00:00,8,"Good"
"494",2020-01-31 17:05:00,6,"Fair"
"495",2020-01-31 17:10:00,6,"Fair"
"496",2020-01-31 17:15:00,6,"Fair"
"497",2020-01-31 17:20:00,6,"Fair"
"498",2020-01-31 17:25:00,6,"Fair"
"499",2020-01-31 17:30:00,6,"Fair"
"500",2020-01-31 17:35:00,6,"Fair"
"501",2020-01-31 17:40:00,6,"Fair"
"502",2020-01-31 17:45:00,6,"Fair"
"503",2020-01-31 17:50:00,6,"Fair"
"504",2020-01-31 17:55:00,6,"Fair"
"505",2020-01-31 18:00:00,6,"Fair"
"506",2020-01-31 18:05:00,6,"Fair"
"507",2020-01-31 18:10:00,6,"Fair"
"508",2020-01-31 18:15:00,6,"Fair"
"509",2020-01-31 18:20:00,6,"Fair"
"510",2020-01-31 18:25:00,6,"Fair"
"511",2020-01-31 18:30:00,6,"Fair"
"512",2020-01-31 18:35:00,6,"Fair"
"513",2020-01-31 18:40:00,6,"Fair"
"514",2020-01-31 18:45:00,6,"Fair"
"515",2020-01-31 18:50:00,6,"Fair"
"516",2020-01-31 18:55:00,6,"Fair"
"517",2020-01-31 19:00:00,6,"Fair"
"518",2020-01-31 19:05:00,6,"Fair"
"519",2020-01-31 19:10:00,6,"Fair"
"520",2020-01-31 19:15:00,6,"Fair"
"521",2020-01-31 19:20:00,6,"Fair"
"522",2020-01-31 19:25:00,6,"Fair"
"523",2020-01-31 19:30:00,8,"Good"
"524",2020-01-31 19:35:00,8,"Good"
"525",2020-01-31 19:40:00,8,"Good"
"526",2020-01-31 19:45:00,8,"Good"
"527",2020-01-31 19:50:00,8,"Good"
"528",2020-01-31 19:55:00,8,"Good"
"529",2020-01-31 20:00:00,8,"Good"
"530",2020-01-31 20:05:00,8,"Good"
"531",2020-01-31 20:10:00,8,"Good"
"532",2020-01-31 20:15:00,8,"Good"
"533",2020-01-31 20:20:00,8,"Good"
"534",2020-01-31 20:25:00,8,"Good"
"535",2020-01-31 20:30:00,8,"Good"
"536",2020-01-31 20:35:00,8,"Good"
"537",2020-01-31 20:40:00,8,"Good"
"538",2020-01-31 20:45:00,8,"Good"
"539",2020-01-31 20:50:00,8,"Good"
"540",2020-01-31 20:55:00,8,"Good"
"541",2020-01-31 21:00:00,8,"Good"
"542",2020-01-31 21:05:00,8,"Good"
"543",2020-01-31 21:10:00,8,"Good"
"544",2020-01-31 21:15:00,8,"Good"
"545",2020-01-31 21:20:00,8,"Good"
"546",2020-01-31 21:25:00,9,"Good"
"547",2020-01-31 21:30:00,9,"Good"
"548",2020-01-31 21:35:00,9,"Good"
"549",2020-01-31 21:40:00,9,"Good"
"550",2020-01-31 21:45:00,9,"Good"
"551",2020-01-31 21:50:00,9,"Good"
"552",2020-01-31 21:55:00,9,"Good"
"553",2020-01-31 22:00:00,9,"Good"
"554",2020-01-31 22:05:00,9,"Good"
"555",2020-01-31 22:10:00,9,"Good"
"556",2020-01-31 22:15:00,9,"Good"
"557",2020-01-31 22:20:00,9,"Good"
"558",2020-01-31 22:25:00,9,"Good"
"559",2020-01-31 22:30:00,9,"Good"
"560",2020-01-31 22:35:00,9,"Good"
"561",2020-01-31 22:40:00,9,"Good"
"562",2020-01-31 22:45:00,9,"Good"
"563",2020-01-31 22:50:00,9,"Good"
"564",2020-01-31 22:55:00,9,"Good"
"565",2020-01-31 23:00:00,9,"Good"
"566",2020-01-31 23:05:00,9,"Good"
"567",2020-01-31 23:10:00,9,"Good"
"568",2020-01-31 23:15:00,9,"Good"
"569",2020-01-31 23:20:00,9,"Good"
"570",2020-01-31 23:25:00,9,"Good"
"571",2020-01-31 23:30:00,9,"Good"
"572",2020-01-31 23:35:00,9,"Good"
"573",2020-01-31 23:40:00,9,"Good"
"574",2020-01-31 23:45:00,9,"Good"
"575",2020-01-31 23:50:00,9,"Good"
"576",2020-01-31 23:55:00,9,"Good"
"577",2020-02-01 00:00:00,9,"Good"
